objectId,id,MJD,FLT,FLUXCAL,FLUXCALERR
ZTF18aabtxvd,675374953915015004,58429.37495370023,r,928.1162999662105,180.24246614803096
ZTF18aabtxvd,675374953915015004,58547.28840279998,g,526.8900533223239,161.70488761089612
ZTF18aabtxvd,675374953915015004,58567.17467590002,g,766.9785177601775,143.24914563478168
ZTF18aabtxvd,675374953915015004,58581.19099539984,g,813.8792945918262,176.80026761188586
ZTF18aabtxvd,675374953915015004,58598.20685190009,g,836.956333210658,161.36113284472972
ZTF18aabtxvd,675374953915015004,58602.18416670011,g,678.2734225288393,124.73085004104463
ZTF18aabtxvd,675374953915015004,58726.48747690022,g,956.5771443660523,236.40789716466884
ZTF18aabtxvd,675374953915015004,58733.490613400005,g,766.0903644363808,248.02539269182986
ZTF18aabtxvd,675374953915015004,58736.48988430016,g,619.9547616353933,170.1311182326257
ZTF18aabtxvd,675374953915015004,58748.514629600104,g,1135.7041166540582,216.29676765626377
ZTF18aabtxvd,675374953915015004,58751.49069439992,g,795.7194980477533,180.89074089997902
ZTF18aabtxvd,675374953915015004,58756.45374999987,g,1056.662755526702,179.11362390896034
ZTF18aabtxvd,675374953915015004,58759.47153940005,g,788.7148175978083,163.73815839329453
ZTF18aabtxvd,675374953915015004,58763.473263899796,g,719.5245225872711,138.10038249528137
ZTF18aabtxvd,675374953915015004,58766.46674769977,g,849.364294097262,141.07187142487464
ZTF18aabtxvd,675374953915015004,58778.527280100156,g,990.2845421918184,223.56879712223324
ZTF18aabtxvd,675374953915015004,58781.476041700225,g,1137.9416672904017,271.0072049468031
ZTF18aabtxvd,675374953915015004,58784.485694400035,g,1256.1456536573394,335.2250224156714
ZTF18aabtxvd,675374953915015004,58790.541504600085,g,893.9804056679307,175.89691323984067
ZTF18aabtxvd,675374953915015004,58846.48538189987,g,971.9555410728107,161.9716543793484
ZTF18aabtxvd,675374953915015004,58849.46989580011,g,924.3856607522861,166.10245858751688
ZTF18aabtxvd,675374953915015004,58850.42596059991,g,1118.8194301319404,215.67974525693282
ZTF18aabtxvd,675374953915015004,58852.46293980023,g,965.6656872376997,169.596924956353
ZTF18aabtxvd,675374953915015004,58853.456180599984,g,926.4730697791773,140.327972122398
ZTF18aabtxvd,675374953915015004,58854.49880790012,g,1120.8822710485917,313.77897696591043
ZTF18aabtxvd,675374953915015004,58855.18226849986,g,1516.0726041696455,491.46404994635037
ZTF18aabtxvd,675374953915015004,58867.39152779989,g,920.6632334247558,159.04578888756294
ZTF18aabtxvd,675374953915015004,58876.21787039982,g,910.0096547624287,157.13721078904584
ZTF18aabtxvd,675374953915015004,58876.21787039982,g,899.2490754973034,162.54119183256682
ZTF18aabtxvd,675374953915015004,58879.173402800225,g,915.3770083623498,245.51402488530684
ZTF18aabtxvd,675374953915015004,58881.19449070003,g,905.0654782622239,247.1039037393215
ZTF18aabtxvd,675374953915015004,58895.169375000056,g,999.5672076841431,169.19329983972102
ZTF18aabtxvd,675374953915015004,58898.26945600007,g,899.9135685705771,133.04387934396323
ZTF18aabtxvd,675374953915015004,58900.29898149986,g,950.7781662597597,163.1994626624431
ZTF18aabtxvd,675374953915015004,58903.24339119997,g,1045.2149188707726,132.56618097437146
ZTF18aabtxvd,675374953915015004,58904.15825230023,g,1071.7216400177065,186.273097886182
ZTF18aabtxvd,675374953915015004,58963.15398149984,g,873.6148344957002,176.795622673271
ZTF18aabtxvd,675374953915015004,58963.17333329981,g,802.4929023952227,149.20780932372125
ZTF18aabtxvd,675374953915015004,59124.52666669991,g,1148.999924100259,341.1731546273795
ZTF18aabtxvd,675374953915015004,59130.48736110004,g,1044.3354009587956,210.80997064731278
ZTF18aabtxvd,675374953915015004,59135.443935200106,g,1048.4892932890443,191.31409804730416
ZTF18aabtxvd,675374953915015004,59137.46571760019,g,993.0136080121332,145.44170032245074
ZTF18aabtxvd,675374953915015004,59139.44784720009,g,937.2278817138592,161.04826906053603
ZTF18aabtxvd,675374953915015004,59141.44537039986,g,1055.9340633509912,167.93037046193564
ZTF18aabtxvd,675374953915015004,59143.51269679982,g,994.5302561303541,151.50351763433008
ZTF18aabtxvd,675374953915015004,59145.44430560013,g,1061.7649873687546,149.8833563210699
ZTF18aabtxvd,675374953915015004,59149.49771990022,g,853.4671308341833,143.7656940690375
ZTF18aabtxvd,675374953915015004,59152.53645829996,g,922.2316018822706,185.51904749831567
