objectId,alertId,type,ref_time,amplitude,rise_time,temperature,r_chisq,err_ref_time,err_amplitude,err_rise_time,err_temperature,std_flux_g,std_flux_r,std_snr_g,std_snr_r,sigmoid_dist,snr_rise_time,snr_amplitude,Fvar,nb_points
ZTF25aaawpmf,"[2937165841615015002 2937308871615015003 2939231881615015002
 2941208571615015005 2927257881615015003 2941213321615015005]",SN candidate,2460688.7134688445,6535.396839293364,5.985266905494339,5956.368957973068,0.29540517780883524,5.969360169612121,2576.3316414939823,2.850870557693091,454.1781057807052,121.53327233477285,991.8013374243029,2.1512917081106875,3.9243837882953874,1.1695139190727875,2.0994523547703916,2.536706351789232,0.0,6.0
ZTF21ackuvmh,"[2860439363315015012 2897420923315015004 2895337083315015007
 2877355453315015004 2896352363315015009 2932300113315015004
 2883334363315015003]",Unknown,2460606.84498803,7785.398830195634,19.34095537710858,4868.8775329709515,2.7458291565222592,8.746290509148343,734.6000984203552,10.033861977251322,320.32831836991045,86.60494543732966,972.9577925667459,0.3389918270131913,3.3016893138224597,4.133980256456032,1.927568409946062,10.598145639970564,0.0,7.0
ZTF25aabovpf,"[2938216535015015002 2945143665015015004 2943145595015015002
 2940181975015015000 2932303445015015004 2943185255015015005
 2934153855015015002 2940208225015015005 2932149015015015004]",SN candidate,2460689.0981789334,36155.62049479346,1.985413536458021,9380.597521906686,0.19755970435454673,0.21708590930036667,2430.977247692957,0.18574019082947818,506.4989230017218,5951.928107145389,6001.97265482723,5.1779760626375415,10.080647102610063,5.311482909164622,10.689197246926286,14.872874902101952,0.0,9.0
ZTF19abiqmmv,"[2898106924215015004 2886285434215015003 2910110184215015006
 2868190524215015004 2920092824215015007 2912120234215015009
 2831325854215015033 2831302564215015034 2831349134215015032
 2831372434215015028 2831382124215015029 2832207984215015028
 2832394274215015026 2828382804215015013 2832441134215015021
 2832254544215015028 2892108764215015007 2861213544215015008
 2831428884215015026 2838217294215015010 2832231264215015026
 2831279324215015033 2832347624215015041 2832134864215015022
 2925105714215015007 2883228724215015008 2855269994215015009
 2881145964215015009 2831452384215015013 2831213904215015035
 2853306134215015006 2781437834215015008 2832301084215015052
 2832417674215015029 2832147464215015025 2869107854215015006
 2831232774215015037 2831256034215015044 2832184604215015028
 2832370914215015030 2878128554215015005]",QSO,2460577.5729744523,3092.59022861996,33.91154667259314,9309.56963392219,0.1967959556757932,6.923982317332041,423.54918788122643,15.777924766027663,496.41820984727747,266.75551795293114,30.591027729013245,2.801971297103576,2.4262148688116203,3.008790608481325,2.149303357410475,7.3016082124733,0.0,40.0
ZTF25aabxywm,"[2940263400815015005 2944138730815015001 2942350160815015001
 2936325590815015002 2938276790815015003 2944234910815015002
 2938269690815015035]",SN candidate,2460688.992121261,12180.96120810074,1.7846296472818324,10152.93525724542,0.15855777172033397,1.531470809772628,1467.4601546297556,1.1672833367570923,925.753420136859,174.2287786417962,650.2426743892679,1.1103127343907548,1.8208780002129021,5.459282688546452,1.5288744309841953,8.30071001905604,0.0,7.0
ZTF25aacerkv,"[2939365520115015011 2941365830115015012 2939262470115015008
 2941200280115015010 2944327020115015004]",SN candidate,2460696.0022920338,55233.26629674666,1.2368173355086824,11484.058953506996,0.005661481134429499,0.19849690273812226,11000.66663335108,0.08562298892163052,1228.725125040939,3634.044709599493,6684.098478028792,6.496565137559611,6.4496089815067705,2.2838727961504945,14.444921289079542,5.020901745108262,0.0,5.0
ZTF24abqvnnw,"[2877352851115015007 2868461511115015009 2897255211115015006
 2899268241115015006 2929297171115015015]",Unknown,2460618.520823008,164443.70495984243,29.128034876611657,3315.250827854771,7.141897275612203,12.637320155603932,52009.55112952283,18.458919920714116,121.82845308665696,1366.6753081981676,8393.561756747658,2.240581737464054,1.8729617249493655,2.2410146502734984,1.5779923745118445,3.161798196456597,0.0,5.0
ZTF24abtqrfi,"[2898109791115015010 2883226841115015012 2932129601115015011
 2920120901115015019 2923208581115015012 2925207211115015018
 2909231891115015013 2940151161115015013 2894207461115015016
 2896186131115015007]",SN candidate,2460667.227204162,13163.254948227359,25.542246262475487,4050.451178142474,0.7030318243870962,20.816139423667966,7151.134822713597,9.85421547832056,721.8546144273835,461.47455845596653,-999.0,1.4046116251876701,-999.0,1.073670833654151,2.592012151415692,1.8407225251043973,0.0,10.0
ZTF24abtmueg,"[2898161954415015000 2889200104415015001 2894185324415015007
 2917161644415015006 2935133224415015002 2935182414415015001
 2943109444415015002 2940112704415015003 2921222394415015001
 2925220114415015001 2896228364415015004 2913194124415015002
 2919130994415015001 2894224124415015002 2940138664415015001
 2896180994415015002 2909216924415015002 2909264904415015000
 2906204374415015001 2921178904415015002 2927130534415015001
 2937136844415015000 2937194884415015002 2898087714415015001
 2900154824415015002 2925165854415015003 2911137384415015001
 2913120704415015002 2927117294415015004 2892268004415015003
 2933158224415015001 2945164804415015000]",SN candidate,2460659.029943115,13513.437529058063,9.337497269877625,9069.542345115096,0.5847404476609389,0.6759681630701394,472.6665944245547,0.49923115255748196,282.77071495839846,2081.4956941602813,2055.8977207724715,4.589814417041039,6.417992581199528,4.351793517085584,18.70375520847028,28.589787576399218,0.0,32.0
ZTF25aabsnyf,"[2941506950315015003 2939488110315015002 2941494300315015004
 2933516280315015006 2937551890315015002]",Unknown,2460688.422023897,47434.58350184348,3.4667906515596236,9480.603288699143,0.5982919187895175,0.8080112877745499,5073.994669082238,1.058242308666093,687.116030960763,0.0,4042.2016646368247,0.0,6.59307563804751,2.1878829341510695,3.2759894621199646,9.348567863281426,0.0,5.0
