,amplitude,rise_time,temperature,r_chisq,sigmoid_dist,snr_rise_time,snr_amplitude,objectId,alertId,type,predicted_label
12483,16184.824321980264,6.061967567691697,11440.93250949669,0.2494411242781523,0.5388856815404407,3.543511424930028,2.4769226128011854,ZTF23aansdlc,2364247984615015008,SN candidate,TDE
12484,21501.218081593903,6.618818609450176,11965.475228995958,0.1982451923724268,0.1057730664135965,3.1504646705324904,1.5447354860467402,ZTF23aansdlc,2358255064615015005,SN candidate,TDE
12576,10662.331162527407,20.252489185142824,16281.499049026635,0.693766416458333,4.746459071124835,2.577441297070843,2.2056137752731697,ZTF19aankqzx,1955171213615015014,Unknown,TDE
12577,10174.91865215696,19.59438415023155,15944.222712042609,0.7259057279542206,4.808774942445593,2.615625402438252,2.2537636025105594,ZTF19aankqzx,1869313353615015005,Unknown,TDE
12995,17466.49699841374,19.141740679118087,10706.700328746168,0.3138053053045267,0.1451574509697724,1.8553714613079404,2.868717071158045,ZTF18aaqwiic,1885261405215015011,Unknown,TDE
13157,9775.770631873103,9.24873645102956,11373.44639544442,5.2772775396766605,3.4649114241023606,3.2993219440594515,3.8615306076895326,ZTF19aaapipk,2732192682415015004,Seyfert_1,TDE
13265,8026.779817356067,4.981050499822162,11479.826824200243,0.4883229286478134,4.165147947894795,2.6863345394279747,5.7007828270536764,ZTF23abhailb,2462459966115015012,SN candidate,TDE
13266,8318.770525128997,5.237688184459421,11645.996430996776,0.5393019221473269,3.551143217482797,2.5858005404334645,4.989050801909318,ZTF23abhailb,2483457156115015023,SN candidate,TDE
13287,6141.972837450173,5.5877898383890505,11345.182191779006,0.296797430197904,4.530393629674061,5.1607981624718,8.573801244189985,ZTF18aasxahh,2408203913715015004,Seyfert_1,TDE
13294,6443.7487219981485,6.353879867461481,11298.64646788576,0.230596964074265,3.24725496016323,4.283651345782256,6.7942585403393885,ZTF18aasxahh,2650415743715015009,Seyfert_1,TDE
13295,6424.849738298288,6.334876645197201,11283.72463409101,0.2440790450232632,3.25785271953333,4.154003996575552,5.991748455338892,ZTF18aasxahh,2381237693715015003,Seyfert_1,TDE
13296,6423.669711774314,6.348123707119715,11273.617464394354,0.2591989004075501,3.0955307370174503,4.089386038219413,5.979939171976644,ZTF18aasxahh,1885454083715015015,Seyfert_1,TDE
13297,6343.008097509406,6.573468157348769,10991.004048183964,0.2174303044732622,2.9360544712337653,3.940532179978168,6.212528937301389,ZTF18aasxahh,1885395703715015009,Seyfert_1,TDE
13298,6482.02939909674,6.695757809889865,11091.64383592189,0.228588878200754,2.720646431210868,3.7218400930575113,5.305677649548689,ZTF18aasxahh,2573520843715015010,Seyfert_1,TDE
13299,6388.062138883139,6.623142119380514,11022.658327689478,0.2441251030343979,2.7582873917455903,3.611669271140173,4.797941168473144,ZTF18aasxahh,1972297603715015006,Seyfert_1,TDE
13300,6410.00429279914,6.792576300316435,10906.264851094156,0.2542290493076436,2.5099742631447177,3.4212360871416663,4.786985483964043,ZTF18aasxahh,1984213533715015012,Seyfert_1,TDE
13301,6433.027600464886,6.816478546633054,10917.840536658408,0.2770176739395681,2.4916659745454703,3.3027111129413065,4.344653031918352,ZTF18aasxahh,1984254383715015004,Seyfert_1,TDE
13302,6474.055780800683,6.964685787771341,10836.569805093191,0.2990642782324136,2.261264481245225,3.1096214054268545,4.285641009342261,ZTF18aasxahh,2010226453715015004,Seyfert_1,TDE
13303,6618.087020338897,7.1069139100119045,10901.6671802796,0.3307393411426633,2.0594032691225395,2.751547844494355,3.2936715256494056,ZTF18aasxahh,2010275053715015006,Seyfert_1,TDE
