id,type,reference_time,amplitude,rise_time,temperature,r_chisq,err_reference_time,err_amplitude,err_rise_time,err_temperature
ZTF20acgkuay,SN Ia-91bg-like,2459127.9332064227,738905322464455.8,3.0765708992903917,7598.7204180910185,1.3704589473453244,0.15286866267561283,0.5280738440990511,0.15807854400290233,593.0002361313695
ZTF20acgmflv,SN Ia-91T-like,2459091.7553336886,693653773105245.5,1.1441162688107833,8310.986637765187,2.6204699603717394,40.821211125564865,0.6706651863291793,25.244566555867802,811.551396883166
ZTF20acgmvsn,SN Ia,2459127.5923306043,979122986258705.4,7.569355883351224,7221.963184961678,1.3079157234108858,32.13526733215047,22.730816985296386,14.872582887015797,93378.70934129173
ZTF20acgnrqu,SN Ia,2459128.8957505017,864510152750630.1,2.8373567722084365,8821.681988147644,0.6023188328820739,0.09648761260544614,0.5960384273699821,0.15978117032039457,427.9557064195815
ZTF20acgnzhj,SN Ia,2459129.314131335,1216630542356426.2,3.028762089527079,11641.03184942361,0.6254714618867067,0.18688378570835085,1.4547877999430616,0.17121317069990422,1310.3467652184363
ZTF20acgokbj,SN Ia,2459125.2666953704,1162958647839548.8,2.6166103071218707,10971.64620938215,0.5411187184038762,0.206312969186988,3.123608174805584,0.16666167199754356,1833.1197331714893
ZTF20acgpigm,SN Ia,2459124.4353775335,1223266260844223.8,2.927467419038768,12273.374121617107,0.03712205145998203,0.6342779749069187,6.213246400382317,0.9664839969003587,2827.411577941868
ZTF20acgpngg,SN Ia,2459125.612286179,1031328710357381.0,2.8585392411344235,10069.197494417762,0.04119302606985736,0.7638513892707478,10.071772526316463,0.7430439540068928,5492.3307214279685
ZTF20acgpqqr,SN Ia,2459127.1610104265,1145220365348273.5,2.6522495640543515,11362.911372102039,0.40296223374996715,0.10780369820876734,1.6265993612447698,0.16697497722075055,978.723666172179
ZTF20acgprcg,SN Ia,2459126.991502825,1064060894921679.5,4.895704698001507,9345.319558930087,0.3333268449218176,0.6998770178300289,3.303125442953145,0.7206226438331633,893.2653180620109
ZTF20acgremo,SN Ia,2459128.0142119583,840396700431449.4,2.7503980595929423,9029.6061323943,0.7679060197301352,0.04950059384228295,0.3281939325893344,0.06900917613316082,369.94255407420405
ZTF20acgsvwb,SN Ia,2459130.110772553,947855838955402.4,2.418746093958985,9740.298912024831,0.07548408394277552,0.05594919090140649,0.6902898715434755,0.0725837846828758,723.7097615420507
ZTF20acgyjbh,SN II,2459208.179656539,1031541696452625.6,0.9257197825855906,11315.691337858025,0.6186353172278718,60.075363618137615,1.8033895651340295,26.983577207503878,450.8734967710052
ZTF20acgynyw,SN Ia,2459129.179451096,1148981724856235.0,3.4859062834469534,11206.81296158262,0.2337640998267863,0.19825157780130653,2.4250605385092543,0.3158685099622925,1193.9691580264407
ZTF20acgyulx,SN Ia,2459126.4738404765,650953227655253.0,1.9727023976904081,6362.894804701035,0.2684259159636724,1.0033191411578297,0.5904618323557456,0.7643732859061201,536.893352860015
ZTF20acgyvgs,SN Ia,2459135.4964793758,705543727131013.4,0.07499935934083446,7438.326502595753,17.57739976283482,0.2066087951020024,0.28421239519291586,0.09830690400206293,665.0468991939592
ZTF20acgzjje,SN Ia,2459131.992415941,1175912068657650.8,2.917772981498983,11285.837690967912,0.3646122154428635,0.0,0.0,0.0,0.0
ZTF20acgznau,SN Ia,2459130.4300127216,1019772595398127.8,3.117684134552202,10134.009053395032,0.23583874228989837,0.0,0.0,0.0,0.0
ZTF20achamic,SN,2459106.1319135996,672404542099120.1,5.107439442661893,7266.051736525183,0.2593155931251938,7.733527955948902,1.3413983087939805,1.5105758477232878,891.5253949097146
ZTF20achaxvo,SN Ia,2459129.5292636533,1154362486961075.0,2.025712222024077,11881.547534854455,4.851477780757571,0.09974604631908435,1.6323386735278662,0.15673995407730817,1071.1603043518262
ZTF20achbejn,SN II,2459126.831420098,1802057849803658.5,1.176930433193606,15952.884567092004,0.5304291803182023,1.7949523015516968,27.062594435721017,1.1898903590237155,4008.5987537495566
